"discipline_title","host_city","year","Medal","participant_type","athlete_url","athlete","team","team_short","host_country","host_full",""
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/johannes-thingnes-boe","Johannes Thingnes BOE","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/johannes-thingnes-boe","Johannes Thingnes BOE","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/smolski","Anton SMOLSKI","Belarus","BLR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/quentin-fillon-maillet","Quentin FILLON MAILLET","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","GameTeam","","","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/denise-herrmann","Denise HERRMANN","Germany","GER","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/anais-chevalier","Anais CHEVALIER","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/marte-olsbu-roeiseland","Marte Olsbu ROEISELAND","Norway","NOR","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/noel","Clement NOEL","France","FRA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/strolz","Johannes STROLZ","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/foss-solevaag","Sebastian FOSS-SOLEVAAG","Norway","NOR","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/beat-feuz","Beat FEUZ","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/johan-clarey","Johan CLAREY","France","FRA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/matthias-mayer","Matthias MAYER","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/puchner","Mirjam PUCHNER","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/michelle-gisin","Michelle GISIN","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/lara-gut","Lara GUT - BEHRAMI","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/matthias-mayer","Matthias MAYER","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/aleksander-aamodt-kilde","Aleksander Aamodt KILDE","Norway","NOR","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/cochran-siegle","Ryan COCHRAN-SIEGLE","United States of America","USA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/suter","Corinne SUTER","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/sofia-goggia","Sofia GOGGIA","Italy","ITA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/nadia-delago","Nadia DELAGO","Italy","ITA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","GameTeam","","","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/crawford-1","James CRAWFORD","Canada","CAN","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/strolz","Johannes STROLZ","Austria","AUT","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/aleksander-aamodt-kilde","Aleksander Aamodt KILDE","Norway","NOR","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/mathieu-faivre","Mathieu FAIVRE","France","FRA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/zan-kranjec","Zan KRANJEC","Slovenia","SLO","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/odermatt","Marco ODERMATT","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/federica-brignone","Federica BRIGNONE","Italy","ITA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/lara-gut","Lara GUT - BEHRAMI","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/sara-hector","Sara HECTOR","Sweden","SWE","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/federica-brignone","Federica BRIGNONE","Italy","ITA","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/wendy-holdener","Wendy HOLDENER","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/michelle-gisin","Michelle GISIN","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/petra-vlhova","Petra VLHOVA","Slovakia","SVK","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/wendy-holdener","Wendy HOLDENER","Switzerland","SUI","China","Beijing 2022","Winter"
"Alpine Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/liensberger","Katharina LIENSBERGER","Austria","AUT","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/jackie-narracott","Jackie NARRACOTT","Australia","AUS","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/hannah-neise","Hannah NEISE","Germany","GER","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kimberley-bos","Kimberley BOS","Netherlands","NED","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/axel-jungk","Axel JUNGK","Germany","GER","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/wengang-yan","Wengang YAN","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Skeleton","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/christopher-grotheer","Christopher GROTHEER","Germany","GER","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/maja-dahlqvist","Maja DAHLQVIST","Sweden","SWE","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/jessica-diggins","Jessica DIGGINS","United States of America","USA","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/jonna-sundling","Jonna SUNDLING","Sweden","SWE","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/bolshunov","Alexander BOLSHUNOV","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/denis-spitsov","Denis SPITSOV","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/iivo-niskanen","Iivo NISKANEN","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","France","FRA","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/teresa-stadlober","Teresa STADLOBER","Austria","AUT","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/nepryaeva","Natalia NEPRYAEVA","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/therese-johaug","Therese JOHAUG","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/jessica-diggins","Jessica DIGGINS","United States of America","USA","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kerttu-niskanen","Kerttu NISKANEN","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/therese-johaug","Therese JOHAUG","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/therese-johaug","Therese JOHAUG","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/kerttu-niskanen","Kerttu NISKANEN","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/parmakoski","Krista PARMAKOSKI","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/bolshunov","Alexander BOLSHUNOV","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/ivan-yakimushkin","Ivan YAKIMUSHKIN","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/simen-hegstad-krueger","Simen Hegstad KRUEGER","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/iivo-niskanen","Iivo NISKANEN","Finland","FIN","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/klaebo","Johannes Hoesflot KLAEBO","Norway","NOR","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/bolshunov","Alexander BOLSHUNOV","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/federico-pellegrino","Federico PELLEGRINO","Italy","ITA","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/alexander-terentev","Alexander TERENTEV","ROC","ROC","China","Beijing 2022","Winter"
"Cross Country Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/klaebo","Johannes Hoesflot KLAEBO","Norway","NOR","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kim-16","Min Seok KIM","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/kjeld-nuis","Kjeld NUIS","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/thomas-krol","Thomas KROL","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/jutta-leerdam","Jutta LEERDAM","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/miho-takagi","Miho TAKAGI","Japan","JPN","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/brittany-bowe","Brittany BOWE","United States of America","USA","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","GOLD","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","GameTeam","","","Japan","JPN","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","BRONZE","GameTeam","","","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/laurent-dubreuil","Laurent DUBREUIL","Canada","CAN","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/havard-lorentzen-1","Havard LORENTZEN","Norway","NOR","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/thomas-krol","Thomas KROL","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/francesca-lollobrigida","Francesca LOLLOBRIGIDA","Italy","ITA","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/ivanie-blondin","Ivanie BLONDIN","Canada","CAN","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/irene-schouten","Irene SCHOUTEN","Netherlands","NED","China","Beijing 2022","Winter"
"Speed skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/roest","Patrick ROEST","Netherlands","NED","China","Beijing 2022","Winter"
